ABV;IBU;Rating;BrandAwareness;Style_ale;Style_lager;Style_hybrid
5.4;;64.7;864;1;0;0
6.2;32,0;76.2;1203;1;0;0
;;77.2;857;1;0;0
8.1;85,0;83.8;26290;1;0;0
5.4;10,0;85.6;63640;0;0;1
4.9;32,0;73.6;16235;1;0;0
11.0;35,0;75.1;326;1;0;0
10.2;56,0;;6573;1;0;0
10.0;65,0;76.8;5895;1;0;0
6.5;;71.9;4209;0;1;0
5.2;;69.4;2861;1;0;0
5.9;;73.8;3333;1;0;0
4.3;35,0;66.6;10166;1;0;0
7.0;;;2980;1;0;0
9.5;50,0;86.3;8975;1;0;0
12.9;62,0;78.0;26045;1;0;0
8.0;;75.7;617;1;0;0
5.5;18,0;73.7;5226;0;1;0
8.0;;92.7;1080;1;0;0
5.5;25,0;73.3;848;0;1;0
6.0;;77.5;4003;1;0;0
5.4;22,0;68.1;3959;1;0;0
13.7;;81.9;14444;1;0;0
5.4;30,0;75.1;92815;1;0;0
10.1;69,0;90.2;1947;1;0;0
5.4;;77.4;304;0;1;0
5.5;;75.6;834;1;0;0
5.3;37,0;76.5;3668;1;0;0
6.0;;100.8;9936;1;0;0
5.5;;69.5;1168;1;0;0
11.5;;89.2;5599;1;0;0
6.3;50,0;76.6;927;1;0;0
9.3;;93.4;10236;1;0;0
9.0;120,0;86.5;3348;1;0;0
5.5;25,0;70.5;6449;0;1;0
7.3;;72.4;742;1;0;0
;;75.8;4789;1;0;0
4.7;28,0;70.1;3482;1;0;0
6.9;;72.1;8012;1;0;0
6.4;64,0;75.0;21097;1;0;0
8.0;;70.0;38849;1;0;0
5.7;23,0;72.8;11902;1;0;0
9.0;27,0;84.4;4353;1;0;0
5.1;;76.5;10928;1;0;0
5.6;;72.5;2131;0;1;0
6.8;82,0;70.1;7138;1;0;0
4.7;16,0;83.1;5136;1;0;0
11.0;35,0;83.8;1453;1;0;0
6.8;72,0;83.7;28150;1;0;0
2.6;23,0;42.8;1991;0;1;0
10.1;33,0;83.8;2515;1;0;0
5.0;;63.8;13636;0;1;0
9.666;;;383;1;0;0
8.0;;79.7;5356;1;0;0
8.5;;77.6;8639;1;0;0
4.0;27,0;74.3;18031;1;0;0
5.4;;67.9;5828;1;0;0
10.5;40,0;79.6;29517;1;0;0
4.6;11,0;63.9;5232;1;0;0
6.88;60,0;66.3;8080;1;0;0
6.5;;81.0;25162;1;0;0
5.0;18,0;79.1;9778;1;0;0
9.86;;86.6;5344;1;0;0
;;80.0;1243;1;0;0
8.3;12,0;81.6;3673;1;0;0
4.7;40,0;62.7;18598;0;1;0
5.0;;53.7;341;0;1;0
6.5;25,0;69.8;45476;1;0;0
5.0;;81.4;469;1;0;0
6.6;;71.9;2343;0;1;0
7.3;60,0;63.5;4533;1;0;0
5.1;;64.2;85679;1;0;0
12.0;100,0;79.7;3601;1;0;0
4.5;25,0;75.8;12262;0;1;0
6.5;25,0;69.8;4354;0;1;0
7.0;70,0;73.0;7026;1;0;0
5.5;;66.9;6307;0;1;0
13.5;30,0;76.2;1034;1;0;0
7.4;48,0;76.6;5417;1;0;0
7.0;;70.2;355;1;0;0
10.5;;77.2;1913;1;0;0
8.3;;77.1;3474;1;0;0
7.6;;80.5;9744;1;0;0
6.5;65,0;85.2;31996;1;0;0
5.9;;54.9;2564;0;0;1
5.8;;92.7;3424;1;0;0
10.0;;73.0;5321;1;0;0
;14,0;72.3;73491;1;0;0
9.0;;70.0;12054;1;0;0
5.2;;61.2;6525;1;0;0
8.0;46,0;78.2;4906;1;0;0
12.4;;89.0;1696;1;0;0
;52,0;61.8;7670;1;0;0
5.4;8,0;78.8;227;1;0;0
7.5;;77.2;2650;1;0;0
5.0;14,0;78.4;5481;1;0;0
7.0;40,0;70.1;79499;1;0;0
5.4;20,0;68.7;55158;1;0;0
11.0;;68.2;687;1;0;0
6.5;22,0;71.5;56642;1;0;0
7.3;85,0;78.7;6258;1;0;0
5.6;30,0;76.0;4824;0;1;0
4.75;28,0;64.2;24076;1;0;0
5.1;;64.0;4259;1;0;0
4.67;12,0;69.0;3174;1;0;0
8.5;;86.9;3086;1;0;0
5.0;;72.1;10564;1;0;0
6.3;;90.5;3667;1;0;0
6.5;75,0;71.5;7364;1;0;0
5.4;;71.1;1671;0;1;0
8.0;;79.2;2638;1;0;0
5.5;21,0;73.8;17213;1;0;0
7.5;15,0;79.7;14264;1;0;0
7.2;24,0;66.4;1615;1;0;0
9.0;30,0;79.6;43123;1;0;0
6.6;;75.9;4520;1;0;0
5.5;;72.8;15025;1;0;0
8.0;;74.1;2965;1;0;0
4.5;55,0;72.8;7480;1;0;0
7.0;57,0;77.5;13601;1;0;0
6.0;;80.6;21125;1;0;0
6.0;;84.1;4447;1;0;0
7.5;;;7609;1;0;0
5.0;15,0;62.5;1767;0;1;0
6.5;70,0;74.3;198636;1;0;0
6.5;;76.1;4719;1;0;0
4.0;;69.8;8770;1;0;0
4.2;10,0;46.6;104086;0;1;0
8.5;55,0;77.2;12190;1;0;0
10.0;10,0;72.2;22168;0;0;1
7.2;90,0;70.9;6318;1;0;0
8.0;28,0;74.0;30730;1;0;0
5.5;;65.7;3587;1;0;0
6.0;40,0;68.7;3590;1;0;0
7.5;78,0;75.5;7371;1;0;0
9.0;90,0;79.1;12363;1;0;0
7.9;45,0;72.2;55192;1;0;0
5.6;20,0;68.2;2435;1;0;0
7.2;45,0;77.4;3631;1;0;0
6.3;75,0;68.1;28990;1;0;0
7.0;;70.0;2715;1;0;0
8.0;77,0;83.0;9965;1;0;0
5.0;30,0;64.4;91;1;0;0
8.6;;88.2;1135;1;0;0
9.5;;73.0;7177;1;0;0
8.1;100,0;;57655;1;0;0
5.7;;69.0;10777;1;0;0
6.5;;69.1;7955;1;0;0
8.0;30,0;73.9;12995;1;0;0
11.0;;84.3;398;1;0;0
5.2;65,0;83.7;30975;1;0;0
12.0;70,0;82.7;10813;1;0;0
4.1;;54.2;17844;0;1;0
5.5;20,0;76.9;5261;1;0;0
7.8;18,0;75.8;1822;0;1;0
6.0;;67.9;37597;0;1;0
8.0;55,0;80.1;1753;1;0;0
9.0;;80.5;5796;1;0;0
4.5;;69.8;2052;0;1;0
9.5;;58.9;2343;0;1;0
6.6;;71.1;5521;0;0;1
6.0;104,0;71.4;14405;1;0;0
6.5;77,0;73.2;4303;1;0;0
7.2;;73.8;12368;1;0;0
5.3;23,0;67.0;75436;0;0;1
5.5;;62.8;2041;0;1;0
6.3;;76.6;65918;0;1;0
8.5;;81.4;17348;1;0;0
10.3;60,0;80.1;18468;1;0;0
7.2;40,0;66.5;2705;1;0;0
8.5;96,0;77.0;10311;1;0;0
4.6;10,0;64.0;255906;0;1;0
13.0;;76.9;7010;1;0;0
6.0;10,0;78.9;1738;1;0;0
6.5;37,0;75.7;6435;1;0;0
6.2;;72.2;1182;1;0;0
8.0;75,0;83.3;9495;1;0;0
8.5;;82.3;3907;1;0;0
6.5;37,0;70.9;36224;0;1;0
10.7;;79.5;28649;0;0;1
10.0;65,0;72.0;4330;1;0;0
5.7;;75.5;6831;1;0;0
6.7;20,0;72.1;6704;1;0;0
7.9;26,0;69.6;32592;1;0;0
4.99;;71.3;3891;1;0;0
6.2;32,0;73.5;3256;1;0;0
5.5;30,0;70.6;3174;1;0;0
4.8;40,0;72.3;7562;1;0;0
7.0;18,0;75.2;12656;1;0;0
8.5;100,0;80.4;137871;1;0;0
6.7;65,0;74.5;15818;1;0;0
5.5;;56.8;39614;0;1;0
4.5;5,0;77.8;8330;1;0;0
5.5;;69.1;34004;0;1;0
13.9;79,0;89.0;1349;1;0;0
5.2;28,0;74.1;16641;0;1;0
6.8;61,0;70.5;25728;1;0;0
5.5;;73.0;9944;1;0;0
3.8;50,0;72.4;11352;1;0;0
5.4;35,0;76.2;20226;1;0;0
8.0;;79.7;7035;1;0;0
6.2;11,0;79.0;1946;1;0;0
6.0;;80.3;15990;1;0;0
8.4;;73.5;95413;1;0;0
5.3;35,0;66.2;15914;0;1;0
4.9;;67.4;1672;0;1;0
5.0;;70.9;7048;1;0;0
5.0;;60.4;117;0;1;0
13.0;;77.8;495;1;0;0
5.0;15,0;65.2;1357;1;0;0
8.0;;95.0;12640;1;0;0
5.3;40,0;74.3;36596;1;0;0
6.8;40,0;69.6;5322;1;0;0
8.8;45,0;82.3;13767;1;0;0
6.4;9,0;82.1;8645;1;0;0
5.2;;64.8;6039;0;1;0
10.2;45,0;82.4;42624;1;0;0
9.0;80,0;77.1;14953;1;0;0
6.75;;79.1;22256;1;0;0
11.5;;83.1;2427;1;0;0
4.8;;80.7;10374;1;0;0
5.5;;67.7;554;1;0;0
14.5;50,0;93.7;2478;1;0;0
5.0;20,0;68.4;5664;0;1;0
7.3;69,0;75.6;38630;1;0;0
6.0;30,0;74.3;9252;1;0;0
10.5;22,0;80.9;3892;1;0;0
7.0;70,0;80.0;11841;1;0;0
9.0;;90.2;1280;1;0;0
5.0;;55.3;15800;0;1;0
13.0;80,0;86.9;3958;1;0;0
7.4;30,0;79.9;9250;1;0;0
7.2;;75.8;2172;1;0;0
4.5;15,0;65.6;28570;1;0;0
;50,0;71.3;4914;1;0;0
6.5;;81.7;5153;1;0;0
6.0;;73.5;6665;1;0;0
6.5;45,0;78.8;23226;1;0;0
11.1;34,0;76.2;12547;1;0;0
6.6;;70.4;17059;1;0;0
4.2;;50.0;84236;0;1;0
7.2;;67.9;1888;0;1;0
5.0;26,0;70.0;5340;1;0;0
7.5;25,0;65.7;6474;0;1;0
8.02;55,0;78.1;12877;1;0;0
7.2;51,0;74.2;12234;1;0;0
9.0;38,0;77.7;51644;1;0;0
8.5;;67.3;14753;1;0;0
6.0;25,0;69.9;3955;0;1;0
5.0;12,0;64.6;20426;1;0;0
6.5;80,0;65.5;4910;1;0;0
6.0;80,0;72.0;16834;1;0;0
11.0;50,0;69.7;5372;1;0;0
5.5;;41.3;442;0;1;0
6.0;;73.4;434;1;0;0
7.0;74,0;82.0;13438;1;0;0
8.0;;72.9;13025;1;0;0
9.0;50,0;77.1;6675;1;0;0
6.0;65,0;74.6;18800;1;0;0
7.0;50,0;70.1;2065;1;0;0
5.4;;70.0;2894;1;0;0
10.6;100,0;82.3;1182;1;0;0
9.0;;76.7;20694;1;0;0
7.5;27,0;78.9;49523;1;0;0
6.4;55,0;73.8;75450;1;0;0
5.0;;59.5;5091;0;0;1
9.0;;78.4;2501;1;0;0
5.8;;72.2;2198;1;0;0
5.5;;60.1;6723;0;1;0
5.8;49,0;61.2;17577;1;0;0
4.8;;54.6;654;0;1;0
5.7;;64.9;68888;1;0;0
7.5;45,0;67.4;14360;1;0;0
4.0;;55.4;17752;0;1;0
5.0;;54.2;8334;1;0;0
5.7;64,0;64.7;4123;1;0;0
7.0;;72.2;5781;1;0;0
6.0;40,0;69.8;14497;1;0;0
5.0;;84.3;24163;1;0;0
10.0;;62.7;1813;0;0;1
6.8;65,0;80.0;42462;1;0;0
7.0;50,0;72.6;5728;0;1;0
7.5;;78.6;122;1;0;0
8.0;;87.8;3015;1;0;0
14.1;;88.1;1971;1;0;0
8.0;;72.1;6889;1;0;0
6.8;65,0;70.3;12930;1;0;0
4.6;;53.0;686;0;1;0
4.0;;52.1;852;0;1;0
14.5;70,0;87.2;1866;1;0;0
7.0;;76.8;11954;1;0;0
6.2;50,0;86.6;144274;1;0;0
4.8;;67.1;1309;1;0;0
5.0;18,0;65.8;98562;1;0;0
5.7;45,0;79.1;21011;1;0;0
14.3;;;3784;1;0;0
6.0;40,0;71.8;2808;1;0;0
5.0;;;16;0;1;0
7.5;;60.8;1822;1;0;0
11.0;63,0;79.5;9427;1;0;0
7.3;68,0;68.4;13542;1;0;0
6.0;9,0;78.7;5021;1;0;0
5.8;25,0;75.3;49728;0;1;0
10.0;;84.0;5415;1;0;0
7.0;;79.6;11899;1;0;0
6.9;50,0;82.4;6407;1;0;0
6.0;30,0;66.2;1816;0;1;0
4.0;;72.7;682;1;0;0
5.5;28,0;77.1;110126;0;1;0
4.8;11,0;72.3;38620;1;0;0
6.0;;74.6;37828;1;0;0
4.6;30,0;69.5;14337;1;0;0
10.7;;82.2;275;1;0;0
5.0;25,0;69.1;2264;0;1;0
8.2;90,0;76.6;6513;1;0;0
5.2;25,0;65.5;11009;1;0;0
9.0;;77.0;1571;1;0;0
14.0;;80.4;3231;1;0;0
8.0;;65.5;421;1;0;0
12.0;100,0;83.5;11572;1;0;0
5.5;;59.6;52593;1;0;0
5.0;;76.0;3615;0;1;0
10.0;;82.2;3714;1;0;0
5.5;87,0;69.8;8437;1;0;0
5.5;;69.7;1309;1;0;0
4.5;;62.8;15673;0;1;0
6.0;;63.7;1952;1;0;0
4.8;25,0;72.3;1048;1;0;0
6.1;55,0;77.5;77335;1;0;0
4.5;;62.8;18501;1;0;0
10.0;;88.9;7169;1;0;0
6.5;55,0;75.3;2825;1;0;0
7.0;;76.8;8410;0;1;0
5.6;25,0;80.1;38758;1;0;0
10.0;45,0;72.3;2282;1;0;0
8.9;;72.1;18379;0;0;1
10.0;98,0;72.4;3334;1;0;0
6.0;28,0;78.4;1977;1;0;0
5.2;;55.6;12630;0;1;0
7.5;85,0;72.9;5640;0;1;0
5.0;;74.9;4837;1;0;0
;;70.8;1050;1;0;0
10.0;60,0;77.4;2807;1;0;0
5.2;18,0;65.5;6492;1;0;0
7.8;28,0;73.7;5022;0;1;0
4.7;;68.8;14149;0;1;0
13.0;;70.1;527;0;1;0
7.6;;79.2;3672;0;1;0
5.9;59,0;80.9;20463;1;0;0
9.0;80,0;74.6;57528;1;0;0
5.0;;70.1;3177;0;1;0
5.4;;59.8;3945;1;0;0
5.3;;70.4;3230;1;0;0
5.7;;71.1;1720;1;0;0
5.5;;70.8;6203;1;0;0
8.0;90,0;75.6;230;1;0;0
5.0;;70.2;959;1;0;0
4.3;21,0;;9158;0;1;0
9.4;86,0;76.9;81992;1;0;0
5.5;;;99;1;0;0
8.5;50,0;76.8;38829;1;0;0
7.8;40,0;75.8;7360;0;1;0
6.3;;71.6;1711;0;0;1
5.0;15,0;67.7;3491;1;0;0
7.2;;74.5;37129;1;0;0
7.0;;71.0;2657;1;0;0
6.0;70,0;82.0;6763;1;0;0
5.6;35,0;65.6;2808;1;0;0
4.9;;70.6;1690;0;1;0
6.2;35,0;83.9;30006;1;0;0
9.0;85,0;74.5;5076;1;0;0
6.0;34,0;79.4;4576;1;0;0
9.0;;72.8;10706;1;0;0
5.5;;88.0;8542;1;0;0
6.0;22,0;59.0;7222;1;0;0
5.0;16,0;71.1;5325;1;0;0
7.0;90,0;89.3;63850;1;0;0
10.8;110,0;78.2;76910;1;0;0
5.5;44,0;69.2;2771;1;0;0
8.5;;67.2;2056;1;0;0
13.0;65,0;83.0;22401;1;0;0
5.8;;71.7;6886;1;0;0
5.0;12,0;59.4;84223;0;1;0
6.3;73,0;71.1;14439;1;0;0
3.8;;66.8;734;0;0;1
6.5;;69.3;1274;1;0;0
12.5;22,0;85.1;17765;1;0;0
8.0;22,0;75.5;51457;1;0;0
11.8;80,0;83.6;16448;1;0;0
4.6;;60.1;229;0;0;1
7.0;;44.2;855;0;1;0
6.5;95,0;73.3;11295;1;0;0
11.6;;75.7;1125;1;0;0
4.6;;71.0;28438;0;1;0
10.0;80,0;75.4;17082;1;0;0
10.0;85,0;81.3;1604;1;0;0
6.9;5,0;66.8;56394;1;0;0
6.6;17,0;70.8;3861;1;0;0
6.5;;63.3;4111;1;0;0
5.5;;;5;0;1;0
7.2;20,0;76.5;4083;1;0;0
5.7;18,0;62.6;1848;0;0;1
6.8;;82.3;35710;1;0;0
8.2;;85.9;2828;1;0;0
9.5;52,0;82.0;9195;1;0;0
10.5;70,0;83.1;7297;1;0;0
5.0;20,0;63.3;12331;1;0;0
7.1;65,0;74.2;18689;1;0;0
4.9;;85.5;1703;1;0;0
5.7;22,0;71.3;11426;0;1;0
3.8;16,0;68.3;3570;1;0;0
6.5;68,0;72.3;9101;1;0;0
5.4;12,0;77.8;11980;0;0;1
8.0;;83.8;2154;1;0;0
4.8;;70.1;7167;1;0;0
8.1;;69.4;5557;1;0;0
5.0;;69.1;7855;1;0;0
8.1;;83.6;4750;1;0;0
4.5;;57.4;145114;0;1;0
8.0;;82.5;1003;0;1;0
8.5;20,0;74.8;19724;1;0;0
8.2;65,0;81.1;13616;1;0;0
12.5;;89.8;16499;1;0;0
9.0;90,0;71.1;6333;1;0;0
5.3;21,0;60.3;58674;0;1;0
6.7;;84.5;10897;1;0;0
9.0;;81.0;7889;1;0;0
4.8;16,0;73.5;1401;1;0;0
7.3;61,0;80.1;11335;1;0;0
2.3;;52.2;3559;0;1;0
;70,0;84.3;22978;1;0;0
3.6;17,0;61.0;5124;1;0;0
5.9;;71.6;5123;1;0;0
6.7;65,0;74.9;5353;0;1;0
6.5;;62.0;13397;0;0;1
4.2;;73.0;4495;1;0;0
9.0;;75.6;11369;1;0;0
4.0;20,0;66.0;9721;0;1;0
4.8;;81.6;3763;0;1;0
4.7;;79.3;3496;1;0;0
5.5;20,0;60.7;23914;0;0;1
4.3;;67.4;2451;1;0;0
10.0;13,0;;2602;1;0;0
11.3;;69.9;13029;1;0;0
7.0;;69.4;5184;1;0;0
7.0;60,0;82.3;1320;1;0;0
7.6;;82.8;2372;0;1;0
10.4;85,0;73.8;4859;0;1;0
5.6;70,0;67.8;6897;1;0;0
8.4;45,0;72.1;2462;1;0;0
11.1;65,0;72.2;15889;1;0;0
6.3;;80.7;49;1;0;0
5.8;30,0;78.0;28097;1;0;0
8.5;;74.3;2772;1;0;0
5.6;28,0;69.5;76022;1;0;0
3.2;;68.0;6509;1;0;0
8.5;;71.1;1142;1;0;0
5.1;31,0;62.5;2788;0;1;0
7.7;67,0;;6203;1;0;0
4.9;;65.2;10880;1;0;0
4.8;30,0;73.0;5579;0;1;0
2.5;;59.6;3631;0;1;0
5.2;35,0;69.5;387;1;0;0
8.0;;79.9;3958;1;0;0
5.0;;57.9;11714;0;1;0
9.9;;40.0;435;0;1;0
8.7;30,0;83.5;3933;1;0;0
5.1;;78.6;8938;0;0;1
4.9;30,0;62.8;5835;0;1;0
6.8;;65.9;2709;1;0;0
6.7;;82.0;2651;1;0;0
7.0;24,0;69.3;11771;1;0;0
4.5;16,0;71.7;5453;1;0;0
6.2;;77.7;6384;0;0;1
7.0;34,0;61.4;4439;0;1;0
6.5;;74.9;4077;0;1;0
9.5;28,0;76.3;5160;1;0;0
6.0;;62.3;2703;1;0;0
7.0;66,0;69.6;8787;1;0;0
5.5;;65.2;5539;1;0;0
7.0;68,0;76.0;38322;1;0;0
6.5;28,0;69.0;7162;0;0;1
7.2;80,0;82.7;11673;1;0;0
6.5;;83.0;206;1;0;0
4.94;;67.9;3684;0;1;0
5.6;27,0;76.1;55420;1;0;0
6.5;70,0;83.0;85049;1;0;0
;;57.0;92;0;1;0
5.5;;80.1;320;1;0;0
6.0;50,0;75.9;2706;1;0;0
4.45;10,0;56.2;196379;0;1;0
6.0;72,0;75.0;33656;1;0;0
4.0;;66.4;61766;1;0;0
6.0;79,0;74.2;4824;1;0;0
6.8;;85.1;1516;1;0;0
4.5;8,0;70.3;31887;1;0;0
5.8;;68.8;3990;1;0;0
8.0;25,0;70.8;61979;0;1;0
6.2;26,0;73.3;5590;1;0;0
4.9;20,0;62.4;25384;0;1;0
7.0;;73.7;11752;1;0;0
4.0;;60.8;5248;0;1;0
4.0;;75.1;10382;1;0;0
4.5;;62.4;6550;0;1;0
8.8;;83.4;4653;1;0;0
8.8;72,0;77.3;49141;1;0;0
3.0;2,0;72.8;3497;1;0;0
6.0;;70.2;4037;1;0;0
7.9;;79.1;13886;1;0;0
5.4;30,0;77.5;10178;1;0;0
11.2;65,0;92.1;13383;1;0;0
11.0;35,0;70.9;52019;1;0;0
4.7;;70.6;20173;0;1;0
6.1;35,0;78.2;1510;0;1;0
4.8;55,0;73.5;29841;1;0;0
5.9;;61.5;5261;1;0;0
7.7;;78.7;843;1;0;0
5.7;;70.0;9615;1;0;0
10.5;100,0;86.3;33154;1;0;0
6.5;30,0;64.1;9091;1;0;0
9.5;55,0;70.2;247;1;0;0
8.9;;69.8;7776;1;0;0
10.1;;63.0;265;1;0;0
8.0;30,0;78.6;30912;1;0;0
5.0;16,0;62.2;24504;0;1;0
7.25;45,0;77.5;8957;1;0;0
8.0;90,0;70.5;5527;1;0;0
9.0;;64.7;2412;1;0;0
6.5;32,0;78.6;5928;1;0;0
6.9;34,0;75.3;4722;1;0;0
9.1;29,0;74.5;97265;1;0;0
6.1;45,0;65.6;14756;1;0;0
5.1;22,0;68.1;44478;0;1;0
5.5;65,0;61.9;3113;1;0;0
5.0;60,0;76.7;35792;1;0;0
4.2;11,0;65.2;35237;1;0;0
6.0;;75.8;7019;1;0;0
8.0;;73.7;22439;1;0;0
7.0;70,0;80.8;323710;1;0;0
5.0;20,0;73.1;8138;1;0;0
9.5;28,0;73.3;5957;1;0;0
4.8;18,0;;2530;0;1;0
6.7;68,0;84.7;30001;1;0;0
8.0;10,0;80.3;5622;1;0;0
5.5;;53.1;900;0;1;0
8.0;30,0;75.9;13246;1;0;0
7.0;70,0;77.4;7503;1;0;0
4.7;33,0;70.4;9266;1;0;0
4.9;;56.0;94669;0;1;0
6.0;;78.7;15333;1;0;0
7.16;;73.0;605;1;0;0
6.2;55,0;73.9;32971;1;0;0
10.5;;94.0;4174;1;0;0
6.4;;79.1;4499;1;0;0
7.0;;86.3;2530;1;0;0
5.2;17,0;69.8;1349;1;0;0
11.5;;82.9;1080;1;0;0
7.5;70,0;78.0;5142;1;0;0
7.5;;78.5;25112;1;0;0
9.0;25,0;82.2;13573;1;0;0
6.4;50,0;64.5;7109;1;0;0
4.9;;78.7;16453;1;0;0
5.8;32,0;78.5;33455;1;0;0
5.4;44,0;68.3;66140;0;1;0
5.5;6,0;65.3;18012;0;0;1
9.5;75,0;81.0;13992;1;0;0
4.5;8,0;69.1;31474;1;0;0
6.1;15,0;74.8;23547;1;0;0
4.8;;83.7;2600;1;0;0
7.5;95,0;73.6;4857;0;1;0
12.0;;80.1;6074;1;0;0
4.0;;74.6;19068;1;0;0
5.6;16,0;69.6;39153;1;0;0
5.7;40,0;;22552;1;0;0
5.0;;74.4;26987;1;0;0
9.5;;87.6;1725;1;0;0
4.2;;61.3;294;1;0;0
6.7;79,0;56.5;9757;1;0;0
6.0;;61.0;220;1;0;0
6.0;50,0;76.3;12561;1;0;0
4.0;;51.6;5547;0;1;0
5.2;45,0;66.7;3004;1;0;0
5.0;10,0;69.0;3326;1;0;0
4.4;40,0;69.2;159224;0;1;0
5.9;19,0;65.5;3709;1;0;0
4.9;10,0;73.9;6141;1;0;0
8.2;103,0;75.7;11507;1;0;0
4.0;;80.5;8477;1;0;0
4.3;;73.9;11914;1;0;0
6.3;;75.6;10531;1;0;0
6.5;70,0;69.3;4651;1;0;0
11.0;80,0;72.5;12781;1;0;0
6.6;50,0;76.3;5671;0;1;0
7.9;80,0;75.1;7624;1;0;0
12.5;;74.5;2025;1;0;0
7.2;24,0;75.8;4911;1;0;0
5.4;40,0;71.8;24965;1;0;0
9.5;;77.5;1151;1;0;0
6.6;;75.9;2205;1;0;0
4.1;;50.5;1519;0;1;0
5.5;;78.4;5509;1;0;0
6.6;88,0;76.9;11461;1;0;0
10.0;;67.2;794;1;0;0
4.8;;58.3;2657;1;0;0
5.0;21,0;66.9;111848;0;1;0
7.2;85,0;78.5;13879;1;0;0
9.0;;68.9;16020;1;0;0
5.0;;71.8;9145;1;0;0
5.8;25,0;66.8;4945;1;0;0
7.3;;71.7;2583;0;1;0
9.0;;77.9;4541;1;0;0
5.2;16,0;69.2;7711;1;0;0
0.5;;50.7;37;0;1;0
6.0;;75.5;1357;0;0;1
5.9;23,0;64.6;46313;1;0;0
9.9;70,0;82.6;7935;1;0;0
6.5;55,0;71.6;3022;1;0;0
7.1;70,0;72.0;16705;1;0;0
5.7;;72.6;3457;1;0;0
6.6;;85.4;18315;1;0;0
6.5;;76.9;8065;1;0;0
8.5;;73.6;9987;1;0;0
10.0;;82.1;16545;1;0;0
5.3;25,0;78.1;2487;1;0;0
6.0;27,0;70.9;4658;1;0;0
5.5;27,0;79.0;69814;1;0;0
5.4;23,0;76.6;18263;1;0;0
8.5;83,0;70.1;6254;1;0;0
9.5;50,0;72.6;6593;1;0;0
5.4;;73.3;836;0;1;0
6.5;70,0;80.9;10226;1;0;0
5.0;;85.9;918;1;0;0
8.5;93,0;74.7;10756;1;0;0
4.6;;76.9;3079;1;0;0
5.1;;72.1;6524;1;0;0
5.4;;70.2;3025;1;0;0
5.7;;70.3;10963;1;0;0
4.8;;70.3;4851;1;0;0
5.6;105,0;70.8;11796;1;0;0
8.0;100,0;92.5;4496;1;0;0
8.25;50,0;76.9;22102;1;0;0
13.0;;91.1;8801;1;0;0
8.5;72,0;81.1;61865;1;0;0
9.2;;83.6;2796;1;0;0
5.5;;64.1;67;1;0;0
8.5;20,0;80.6;6518;1;0;0
5.3;18,0;68.9;26070;1;0;0
6.0;;81.9;2426;1;0;0
6.5;;80.4;15276;1;0;0
;;;10;1;0;0
8.5;;74.5;1332;1;0;0
4.7;;69.4;692;1;0;0
11.0;20,0;71.3;2733;1;0;0
5.3;18,0;71.3;38037;1;0;0
8.0;23,0;82.5;46258;1;0;0
5.6;26,0;58.6;17142;1;0;0
7.5;;88.7;7506;1;0;0
5.0;;79.7;4507;1;0;0
8.6;80,0;82.6;2324;1;0;0
10.0;;82.1;4645;1;0;0
6.66;;67.7;5760;1;0;0
5.0;;66.8;11852;1;0;0
6.2;;71.1;562;1;0;0
5.5;42,0;77.5;13184;1;0;0
6.5;55,0;78.1;12307;1;0;0
9.0;;80.4;16111;1;0;0
6.5;;72.8;4872;0;1;0
11.0;;85.1;1845;1;0;0
3.5;;43.5;2147;0;1;0
5.2;23,0;75.3;23500;1;0;0
7.0;;72.9;9932;1;0;0
6.0;18,0;68.2;15800;1;0;0
5.0;11,0;51.1;5595;0;1;0
5.0;30,0;73.4;6658;1;0;0
4.3;;61.6;6576;1;0;0
5.0;18,0;70.5;10477;1;0;0
6.9;60,0;72.5;18393;1;0;0
5.7;40,0;65.6;29746;1;0;0
8.0;18,0;65.9;18453;0;0;1
5.2;40,0;67.6;6520;1;0;0
4.8;;58.0;2021;0;1;0
7.2;;73.0;14938;1;0;0
5.6;25,0;68.6;27986;1;0;0
11.0;;79.7;11009;1;0;0
4.2;;65.7;1756;1;0;0
5.4;14,0;74.0;57243;1;0;0
9.99;85,0;84.0;19215;1;0;0
8.0;100,0;79.1;12964;1;0;0
5.1;74,0;69.2;53020;1;0;0
5.2;35,0;68.7;10769;0;1;0
6.0;;;3158;1;0;0
6.6;32,0;69.9;10135;1;0;0
6.7;;66.0;40642;1;0;0
11.0;100,0;74.8;1681;1;0;0
6.5;;73.4;4445;0;0;1
9.0;;84.3;1696;1;0;0
7.5;;72.5;6600;0;1;0
10.0;75,0;66.5;3884;1;0;0
6.0;;77.3;5337;1;0;0
9.2;25,0;68.1;11106;1;0;0
7.5;;78.1;156;1;0;0
5.2;;72.3;3388;1;0;0
3.0;;75.0;25435;1;0;0
7.9;37,0;83.8;2765;1;0;0
8.2;;71.7;17443;1;0;0
9.0;20,0;75.6;2890;1;0;0
5.6;;74.4;293;1;0;0
4.8;20,0;66.3;521;1;0;0
4.5;;58.7;9979;0;1;0
6.0;;59.8;1409;1;0;0
5.8;;67.9;25822;0;1;0
10.1;24,0;87.9;7974;1;0;0
5.5;20,0;71.5;11348;0;1;0
6.5;33,0;69.2;6103;1;0;0
4.5;12,0;67.0;32063;1;0;0
5.1;23,0;70.0;5741;1;0;0
5.5;;68.9;5940;1;0;0
5.0;32,0;67.4;7527;1;0;0
